FID,the_geom,id,osm_id,name,type,ref
osm_transport_points.2556,POINT (90.1996279958268 22.650060086762977),2556,5024148754,College Mor,bus_stop,
osm_transport_points.2557,POINT (89.99609828769138 22.48935444395039),2557,5024147312,Charkhali Bus Station,bus_stop,
osm_transport_points.2558,POINT (88.47144208655067 22.5791583221895),2558,5030986538,Rabindra Tirtha,bus_stop,
osm_transport_points.2559,POINT (88.25816003407289 24.400078842149327),2559,5031597049,,level_crossing,
osm_transport_points.2560,POINT (88.25513182009433 24.411923896257036),2560,5031598323,,level_crossing,
osm_transport_points.2561,POINT (88.25742779101165 24.42005073811697),2561,5031598349,,level_crossing,
osm_transport_points.2562,POINT (88.25858918751538 24.422513760364524),2562,5031598364,,level_crossing,
osm_transport_points.2563,POINT (88.25854493106658 24.422530859446994),2563,5031598365,,level_crossing,
osm_transport_points.2564,POINT (91.8334500200803 22.371203052997515),2564,5031604350,,crossing,
osm_transport_points.2565,POINT (91.76817494328816 22.343025860556196),2565,5031763077,,crossing,
osm_transport_points.2566,POINT (88.45083987146438 22.58137365919825),2566,5031827100,Nazrul Tirtha Subway,subway_entrance,
osm_transport_points.2567,POINT (88.45076745182092 22.58175755036359),2567,5031827099,Nazrul Tirtha Subway,subway_entrance,
osm_transport_points.2568,POINT (91.80782436278406 22.348439899454036),2568,5040269924,,crossing,
osm_transport_points.2569,POINT (90.18697911720471 22.651066753334106),2569,5039203583,Kirtipasha Mor,bus_stop,
osm_transport_points.2570,POINT (88.18384004556623 22.864019564655223),2570,5039623880,,level_crossing,
osm_transport_points.2571,POINT (88.18392663062599 22.864059797790475),2571,5039623882,,level_crossing,
osm_transport_points.2572,POINT (91.80729881745509 22.357712128382644),2572,5038159391,,level_crossing,
osm_transport_points.2573,POINT (90.21206003461373 22.726075818100668),2573,5039271480,,bus_stop,
osm_transport_points.2574,POINT (91.82001257200767 22.393204542999598),2574,5044014161,,crossing,
osm_transport_points.2575,POINT (88.19299635277395 22.844784773252655),2575,5039623821,,level_crossing,
osm_transport_points.2576,POINT (88.18388379910078 22.86403599318544),2576,5039623881,,level_crossing,
osm_transport_points.2577,POINT (88.19312585317795 22.844806650019933),2577,5039623824,,level_crossing,
osm_transport_points.2578,POINT (88.19294916265909 22.844771026931454),2578,5039623020,,level_crossing,
osm_transport_points.2579,POINT (88.43448317415448 23.2432075603125),2579,5041756391,Dakghar Bus stop,bus_stop,
osm_transport_points.2580,POINT (91.83626038839537 22.37775652781275),2580,5041744863,,crossing,
osm_transport_points.2581,POINT (88.47995625615624 22.574453979033365),2581,5044212192,Unitech Gate 1,bus_stop,
osm_transport_points.2582,POINT (88.48189658292188 22.567463639424716),2582,5044212190,Siris Bagan,bus_stop,
osm_transport_points.2583,POINT (88.47911446162055 22.576352983016363),2583,5044212193,Tata Medical,bus_stop,
osm_transport_points.2584,POINT (88.49043732316056 22.560746633678548),2584,5044212191,UEM Bus Stop,bus_stop,
osm_transport_points.2585,POINT (88.47120462723376 22.57859363337269),2585,5044212194,Rabindra Tirtha,bus_stop,
osm_transport_points.2586,POINT (88.43796417854242 22.58032826823444),2586,5044212197,Technopolis,bus_stop,
osm_transport_points.2587,POINT (91.86494862547318 22.393696644534913),2587,5044553396,,crossing,
osm_transport_points.2588,POINT (88.45077147513445 22.58138354984399),2588,5044212196,DLF 1,bus_stop,
osm_transport_points.2589,POINT (88.45272965535383 22.581609023039363),2589,5044212195,New Town,bus_stop,
osm_transport_points.2590,POINT (88.43492632537527 22.576863021824465),2590,5044212198,RS Software,bus_stop,
osm_transport_points.2591,POINT (88.43390381700709 22.574925377267846),2591,5044212199,College More,bus_stop,
osm_transport_points.2592,POINT (91.75620692666092 22.40903846100855),2592,5045640345,,crossing,
osm_transport_points.2593,POINT (91.81689509076034 22.435732056588165),2593,5044620888,,crossing,
osm_transport_points.2594,POINT (89.67128235681616 24.395180457934714),2594,5046028387,,crossing,
osm_transport_points.2596,POINT (91.764862331335 22.38867228031563),2596,5045694686,,crossing,
osm_transport_points.2597,POINT (91.75660238485261 22.407893241577966),2597,5045640328,,crossing,
osm_transport_points.2598,POINT (91.71496368827661 22.508323361384328),2598,5050032135,,crossing,
osm_transport_points.2599,POINT (89.6746029315774 24.400514198200142),2599,5051012174,,crossing,
osm_transport_points.2600,POINT (89.69044422566117 24.425358829758693),2600,5046061985,,crossing,
osm_transport_points.2601,POINT (91.80431921851493 22.401910574368827),2601,5045950596,,helipad,
osm_transport_points.2602,POINT (90.40883837119998 23.737822325477055),2602,5046245828,,bus_stop,
osm_transport_points.2603,POINT (91.72760577755707 22.48020584809359),2603,5052963299,,crossing,
osm_transport_points.2604,POINT (91.72967719728837 22.475988577330867),2604,5052963269,,crossing,
osm_transport_points.2605,POINT (89.67250351628951 24.399477692053722),2605,5050974345,,crossing,
osm_transport_points.2606,POINT (91.74017276498512 22.45450517276393),2606,5052747731,,crossing,
osm_transport_points.2607,POINT (91.8083358265157 22.46544137711055),2607,5055299685,,crossing,
osm_transport_points.2608,POINT (91.80440152880414 22.501654970676555),2608,5048164827,,crossing,
osm_transport_points.2609,POINT (91.74263369175685 22.44830004984459),2609,5055701718,,crossing,
osm_transport_points.2610,POINT (91.74566257628766 22.439530651287356),2610,5055144477,,crossing,
osm_transport_points.2611,POINT (91.74263369175685 22.44830004984459),2611,5055701716,,crossing,
osm_transport_points.2612,POINT (91.8083358265157 22.46544137711055),2612,5055291421,,crossing,
osm_transport_points.2613,POINT (91.72914025257109 22.47708995940789),2613,5052992084,,crossing,
osm_transport_points.2614,POINT (89.62864948270476 24.33352485457098),2614,5056016756,,crossing,
osm_transport_points.2615,POINT (89.60580879655691 24.309364521587526),2615,5055994563,,crossing,
osm_transport_points.2616,POINT (91.75237488816805 22.421936868888082),2616,5061419582,,crossing,
osm_transport_points.2617,POINT (91.74895188655006 22.429962122081577),2617,5061419667,,crossing,
osm_transport_points.2618,POINT (90.34644616618533 23.647795656251617),2618,5070705563,,helipad,
osm_transport_points.2619,POINT (91.7582401249137 22.403144641973086),2619,5059489277,,crossing,
osm_transport_points.2620,POINT (88.0260604413325 23.158227970263937),2620,5071691608,Chanchai,station,CHC
osm_transport_points.2621,POINT (91.1375058801824 22.292337390761787),2621,5071066508,,crossing,
osm_transport_points.2622,POINT (89.64631107470069 24.347882887069147),2622,5066305345,,crossing,
osm_transport_points.2623,POINT (88.03602007014035 23.145669197101),2623,5071691534,,level_crossing,
osm_transport_points.2624,POINT (88.79651115090167 23.524178426239274),2624,5071905265,,level_crossing,
osm_transport_points.2625,POINT (88.58837483260118 23.204038423868468),2625,5071717817,,level_crossing,
osm_transport_points.2626,POINT (88.78535584360611 23.485307769367267),2626,5071905319,,level_crossing,
osm_transport_points.2627,POINT (88.57922514709696 23.190291180654555),2627,5071724731,,level_crossing,
osm_transport_points.2628,POINT (88.78804257884934 23.494688041027786),2628,5071905323,,level_crossing,
osm_transport_points.2629,POINT (91.3096394936008 22.573730453151427),2629,5072646995,,helipad,
osm_transport_points.2630,POINT (91.33285267152564 22.5430343311684),2630,5072646996,,helipad,
osm_transport_points.2631,POINT (88.57908994699875 23.190369048535047),2631,5071724734,,level_crossing,
osm_transport_points.2632,POINT (88.56599498348982 23.170121890867165),2632,5071944734,,level_crossing,
osm_transport_points.2633,POINT (88.56047348859329 23.161847527511355),2633,5071944737,,level_crossing,
osm_transport_points.2634,POINT (88.03318162244966 23.149087085758083),2634,5071693926,,level_crossing,
osm_transport_points.2635,POINT (88.56595407980234 23.17014753949087),2635,5071944740,,level_crossing,
osm_transport_points.2636,POINT (88.03321657498589 23.149109297801488),2636,5071693927,,level_crossing,
osm_transport_points.2637,POINT (91.30818037189636 22.575412198204162),2637,5072646994,,helipad,
osm_transport_points.2638,POINT (88.57262808638518 23.18035468589946),2638,5071717810,,level_crossing,
osm_transport_points.2639,POINT (88.12108037791648 23.0079569587121),2639,5078645849,,level_crossing,
osm_transport_points.2640,POINT (88.12090863272044 23.007934746668667),2640,5078645850,,level_crossing,
osm_transport_points.2641,POINT (88.10977796822021 23.028848517095952),2641,5078645876,,level_crossing,
osm_transport_points.2642,POINT (88.10802874884695 23.031761899000998),2642,5078645893,,level_crossing,
osm_transport_points.2643,POINT (88.11001349969939 23.02881767169228),2643,5078645900,,level_crossing,
osm_transport_points.2644,POINT (91.29446883558995 22.555909353538084),2644,5072647009,,helipad,
osm_transport_points.2645,POINT (88.10988064653407 23.02883518986991),2645,5078645910,,level_crossing,
osm_transport_points.2646,POINT (91.29585293926101 22.554683248741867),2646,5072647005,,helipad,
osm_transport_points.2647,POINT (91.29343895114704 22.556744191094168),2647,5072647011,,helipad,
osm_transport_points.2648,POINT (91.29498381972093 22.55472784046674),2648,5072647007,,helipad,
osm_transport_points.2649,POINT (91.29469958938432 22.555428819029146),2649,5072647008,,helipad,
osm_transport_points.2650,POINT (91.2954398790726 22.554631197123143),2650,5072647006,,helipad,
osm_transport_points.2651,POINT (88.10811457953542 23.03180012047946),2651,5078645913,,level_crossing,
osm_transport_points.2652,POINT (91.33373243608276 22.543450576480012),2652,5072646997,,helipad,
osm_transport_points.2653,POINT (91.29471291661037 22.5564220745552),2653,5072647010,,helipad,
osm_transport_points.2654,POINT (88.09213523550642 23.062633118941307),2654,5078646076,,level_crossing,
osm_transport_points.2655,POINT (91.32807163395546 22.545458377566177),2655,5072647001,,helipad,
osm_transport_points.2656,POINT (91.32944752336141 22.546724296402488),2656,5072647003,,helipad,
osm_transport_points.2657,POINT (91.32908274293527 22.545279926847627),2657,5072647002,,helipad,
osm_transport_points.2658,POINT (88.09862484021949 23.050846235241607),2658,5078646031,,level_crossing,
osm_transport_points.2659,POINT (88.0919984428466 23.06253689469287),2659,5078646082,,level_crossing,
osm_transport_points.2660,POINT (91.33097378411026 22.547467352118815),2660,5072647004,,helipad,
osm_transport_points.2661,POINT (91.33309004702352 22.54416278679267),2661,5072646998,,helipad,
osm_transport_points.2662,POINT (88.10506759009377 23.037767364986763),2662,5078646041,,level_crossing,
osm_transport_points.2663,POINT (91.32907478012726 22.544066143449072),2663,5072647000,,helipad,
osm_transport_points.2664,POINT (88.09873212858008 23.050890659328445),2664,5078646049,,level_crossing,
osm_transport_points.2665,POINT (91.33442578711322 22.54484155331164),2665,5072646999,,helipad,
osm_transport_points.2666,POINT (88.10515744409582 23.037789577030168),2666,5078646048,,level_crossing,
osm_transport_points.2667,POINT (88.08150119876922 23.07769414165864),2667,5078646084,,level_crossing,
osm_transport_points.2668,POINT (88.07549883408763 23.086161959339677),2668,5078646386,,level_crossing,
osm_transport_points.2669,POINT (88.08146624623294 23.077671426701045),2669,5078646383,,level_crossing,
osm_transport_points.2670,POINT (88.07260213216989 23.090294740518402),2670,5078646387,,level_crossing,
osm_transport_points.2671,POINT (88.07538358291896 23.086161959339677),2671,5078646402,,level_crossing,
osm_transport_points.2672,POINT (88.07254303975247 23.090213352238607),2672,5078646403,,level_crossing,
osm_transport_points.2673,POINT (88.05897374434295 23.109745868841912),2673,5078646543,,level_crossing,
osm_transport_points.2674,POINT (88.05882764777067 23.10969038064289),2674,5078646544,,level_crossing,
osm_transport_points.2675,POINT (88.05669923109781 23.113089745293934),2675,5078646551,,level_crossing,
osm_transport_points.2676,POINT (88.05655984004801 23.11298731843715),2676,5078646546,,level_crossing,
osm_transport_points.2677,POINT (88.05219613743685 23.120072541189728),2677,5078646590,,level_crossing,
osm_transport_points.2678,POINT (88.05224274081849 23.120097854537306),2678,5078646589,,level_crossing,
osm_transport_points.2679,POINT (88.04712273908399 23.128124867930467),2679,5078646592,,level_crossing,
osm_transport_points.2680,POINT (88.14338562808956 22.95182603536807),2680,5078795611,,level_crossing,
osm_transport_points.2681,POINT (88.05215975997709 23.120052759898243),2681,5078646591,,level_crossing,
osm_transport_points.2682,POINT (88.0472036244496 23.1281836250717),2682,5078646596,,level_crossing,
osm_transport_points.2683,POINT (88.14969342932278 22.93809605887469),2683,5078795641,,level_crossing,
osm_transport_points.2684,POINT (88.15354843423034 22.929701666665466),2684,5078795663,,level_crossing,
osm_transport_points.2685,POINT (88.14352535441549 22.951878170805827),2685,5078795614,,level_crossing,
osm_transport_points.2686,POINT (88.1497660166043 22.93816747268974),2686,5078795622,,level_crossing,
osm_transport_points.2687,POINT (88.15369067512722 22.929753550646097),2687,5078795662,,level_crossing,
osm_transport_points.2688,POINT (88.28075764502864 22.693600720988115),2688,5079202967,,level_crossing,
osm_transport_points.2689,POINT (88.27875177178021 22.697200748401116),2689,5079202981,,level_crossing,
osm_transport_points.2690,POINT (88.27055284555297 22.711942336788525),2690,5079202984,,level_crossing,
osm_transport_points.2691,POINT (88.27882092248137 22.697169986816476),2691,5079202980,,level_crossing,
osm_transport_points.2692,POINT (88.166616240373 22.901621620481933),2692,5078795688,,level_crossing,
osm_transport_points.2693,POINT (88.16651163422142 22.901591948544706),2693,5078795687,,level_crossing,
osm_transport_points.2694,POINT (88.26900596532232 22.714804589084196),2694,5079202988,,crossing,
osm_transport_points.2695,POINT (88.26809812138958 22.71739526771708),2695,5079202996,,level_crossing,
osm_transport_points.2696,POINT (88.26905709493167 22.714823280728268),2696,5079202989,,crossing,
osm_transport_points.2697,POINT (88.26674762915025 22.719238448224928),2697,5079203011,,crossing,
osm_transport_points.2698,POINT (88.26768372009667 22.718470246799086),2698,5079203005,,level_crossing,
osm_transport_points.2699,POINT (88.26675844180534 22.71927767553177),2699,5079460943,,crossing,
osm_transport_points.2700,POINT (88.2668546660538 22.719524857856356),2700,5079460946,,crossing,
osm_transport_points.2701,POINT (88.26670613872955 22.719207519002225),2701,5079203010,,crossing,
osm_transport_points.2702,POINT (88.26117818976758 22.72867856667409),2702,5079461010,,level_crossing,
osm_transport_points.2703,POINT (88.26647748041097 22.71918388203528),2703,5079460940,,crossing,
osm_transport_points.2704,POINT (88.26695147703543 22.719571293599955),2704,5079460948,,crossing,
osm_transport_points.2705,POINT (88.26115287642 22.72860229135523),2705,5079461009,,level_crossing,
osm_transport_points.2706,POINT (88.25907064403367 22.731997632692753),2706,5079461013,,level_crossing,
osm_transport_points.2707,POINT (88.26120015035389 22.728744951347238),2707,5079461011,,level_crossing,
osm_transport_points.2708,POINT (88.25896746280557 22.73201707870811),2708,5079461014,,level_crossing,
osm_transport_points.2709,POINT (88.26690579566315 22.719549333013646),2709,5079460947,,crossing,
osm_transport_points.2710,POINT (88.2471552657583 22.750952133253207),2710,5079461031,,crossing,
osm_transport_points.2711,POINT (88.25606866541204 22.73673684456608),2711,5079461019,,level_crossing,
osm_transport_points.2712,POINT (88.2472139390805 22.750983649209132),2712,5079461032,,crossing,
osm_transport_points.2713,POINT (88.23188913787033 22.775179353824),2713,5079461043,,level_crossing,
osm_transport_points.2714,POINT (88.24995197157119 22.74648918890847),2714,5079461030,,level_crossing,
osm_transport_points.2715,POINT (88.23197228634979 22.775242972469073),2715,5079461044,,level_crossing,
osm_transport_points.2716,POINT (90.386380235113 24.764558441755753),2716,5079864979,,crossing,
osm_transport_points.2717,POINT (88.38568398533533 22.681485518141102),2717,5080105363,,level_crossing,
osm_transport_points.2718,POINT (88.3857281579651 22.681491385473322),2718,5080105364,,level_crossing,
osm_transport_points.2719,POINT (88.38483867040031 22.686057678684193),2719,5080144121,,level_crossing,
osm_transport_points.2720,POINT (88.38360435133899 22.691916377545397),2720,5080144127,,level_crossing,
osm_transport_points.2721,POINT (88.38370837075735 22.691925932915012),2721,5080144128,,level_crossing,
osm_transport_points.2722,POINT (88.38375455504382 22.691930878237883),2722,5080144129,,level_crossing,
osm_transport_points.2723,POINT (88.38772539785327 22.670008764858835),2723,5080105327,,level_crossing,
osm_transport_points.2724,POINT (88.38864053404177 22.665259075606542),2724,5080105323,,level_crossing,
osm_transport_points.2725,POINT (88.38855906194289 22.66520409032171),2725,5080105321,,level_crossing,
osm_transport_points.2726,POINT (88.38683775430718 22.67487144216591),2726,5080105332,,level_crossing,
osm_transport_points.2727,POINT (88.40264384439763 22.60975084384927),2727,5080788784,,bus_stop,
osm_transport_points.2728,POINT (88.39483467666793 22.608147553410248),2728,5080788783,,bus_stop,
osm_transport_points.2729,POINT (88.3885993788972 22.665231247687984),2729,5080105322,,level_crossing,
osm_transport_points.2730,POINT (88.3855303450502 22.68146003715546),2730,5080105361,,level_crossing,
osm_transport_points.2731,POINT (88.38556764451931 22.681466239763807),2731,5080105362,,level_crossing,
osm_transport_points.2732,POINT (88.38678553505042 22.674862557348547),2732,5080105331,,level_crossing,
osm_transport_points.2733,POINT (88.38468553302931 22.686048961504895),2733,5080045219,,level_crossing,
osm_transport_points.2734,POINT (88.38687605960467 22.674877980050383),2734,5080105333,,level_crossing,
osm_transport_points.2735,POINT (88.38674077568749 22.67485484599763),2735,5080105330,,level_crossing,
osm_transport_points.2736,POINT (88.38776839701654 22.6700139616388),2736,5080105328,,level_crossing,
osm_transport_points.2737,POINT (88.38762883832868 22.67000164024114),2737,5080105326,,level_crossing,
osm_transport_points.2738,POINT (88.38473347751545 22.68605164371391),2738,5080045220,,level_crossing,
osm_transport_points.2739,POINT (88.4005464407665 22.609431493338377),2739,5080788786,,bus_stop,
osm_transport_points.2740,POINT (88.38851421876092 22.66517534039383),2740,5080101520,,level_crossing,
osm_transport_points.2741,POINT (88.41183443358932 22.61552865734484),2741,5080788796,,bus_stop,
osm_transport_points.2742,POINT (88.41019292167181 22.622433836817265),2742,5080788797,,bus_stop,
osm_transport_points.2743,POINT (88.39271036712768 22.619846678583713),2743,5080788809,,bus_stop,
osm_transport_points.2744,POINT (88.3939964863506 22.61990727974367),2744,5080788810,,bus_stop,
osm_transport_points.2745,POINT (88.39396295873792 22.619980369939327),2745,5080788812,,bus_stop,
osm_transport_points.2746,POINT (88.371380938122 22.75827422858947),2746,5080817419,,level_crossing,
osm_transport_points.2747,POINT (88.40917502335043 22.611130588930678),2747,5080813703,Bangur,bus_stop,
osm_transport_points.2748,POINT (88.40236363737455 22.62139892323242),2748,5080793625,,bus_stop,
osm_transport_points.2749,POINT (88.37152493921855 22.75829719500416),2749,5080818125,,level_crossing,
osm_transport_points.2750,POINT (88.37165737328866 22.758318065943058),2750,5080818126,,level_crossing,
osm_transport_points.2751,POINT (88.37172702690407 22.758329046236213),2751,5080818136,,level_crossing,
osm_transport_points.2752,POINT (88.37161127282121 22.7583107736873),2752,5080818146,,level_crossing,
osm_transport_points.2753,POINT (88.3716775736753 22.758321251066263),2753,5080818131,,level_crossing,
osm_transport_points.2754,POINT (88.37149845240452 22.758292920233544),2754,5080818159,,level_crossing,
osm_transport_points.2755,POINT (88.3722426815873 22.754885089860295),2755,5080818166,,level_crossing,
osm_transport_points.2756,POINT (88.37205107128074 22.754895399601196),2756,5080818170,,level_crossing,
osm_transport_points.2757,POINT (88.37210077596654 22.75489263357315),2757,5080818169,,level_crossing,
osm_transport_points.2758,POINT (88.37422164892655 22.743754676817133),2758,5080818183,,level_crossing,
osm_transport_points.2759,POINT (88.37299244282616 22.750249729767262),2759,5080818180,,level_crossing,
osm_transport_points.2760,POINT (88.37406909828877 22.743734392611458),2760,5080818192,,level_crossing,
osm_transport_points.2761,POINT (88.372194318006 22.754887688250278),2761,5080818162,,level_crossing,
osm_transport_points.2762,POINT (88.3742674979369 22.74376079560645),2762,5080818177,,level_crossing,
osm_transport_points.2763,POINT (88.37295229350997 22.75024126404506),2763,5080818186,,level_crossing,
osm_transport_points.2764,POINT (88.37414889400702 22.743744953809454),2764,5080818205,,level_crossing,
osm_transport_points.2765,POINT (88.37369342138857 22.74479461954388),2765,5080818202,,level_crossing,
osm_transport_points.2766,POINT (88.37338773337979 22.746223817854002),2766,5080818198,,level_crossing,
osm_transport_points.2767,POINT (88.37482891781144 22.740609451470306),2767,5080818217,,level_crossing,
osm_transport_points.2768,POINT (88.37472079126053 22.740647589129765),2768,5080818322,,level_crossing,
osm_transport_points.2769,POINT (88.37487594028829 22.740592939121058),2769,5080818212,,level_crossing,
osm_transport_points.2770,POINT (88.37606692491022 22.733749450456003),2770,5080818325,,crossing,
osm_transport_points.2771,POINT (88.37466756617539 22.740666280773837),2771,5080818323,,level_crossing,
osm_transport_points.2772,POINT (88.37603364875457 22.73374349930475),2772,5080818331,,crossing,
osm_transport_points.2773,POINT (88.3759869615539 22.733734865944484),2773,5080818337,,crossing,
osm_transport_points.2774,POINT (88.37571555552915 22.73543806866934),2774,5080818330,,level_crossing,
osm_transport_points.2775,POINT (88.37576106926338 22.735445193287035),2775,5080818324,,level_crossing,
osm_transport_points.2776,POINT (88.37567255636588 22.735431446965833),2776,5080818336,,level_crossing,
osm_transport_points.2777,POINT (88.37594404620967 22.733727070774535),2777,5080818349,,crossing,
osm_transport_points.2778,POINT (88.37558018779293 22.735417281549474),2778,5080818338,,level_crossing,
osm_transport_points.2779,POINT (88.3772071990179 22.72708013773891),2779,5080818352,,crossing,
osm_transport_points.2780,POINT (88.37787364413924 22.72430195593205),2780,5080818358,,level_crossing,
osm_transport_points.2781,POINT (88.37772075822534 22.724307655626205),2781,5080818366,,level_crossing,
osm_transport_points.2782,POINT (88.38045133082221 22.70966463842015),2782,5080818372,,level_crossing,
osm_transport_points.2783,POINT (88.37783089643307 22.72430354849365),2783,5080818362,,level_crossing,
osm_transport_points.2784,POINT (88.38049156395743 22.70966363259177),2784,5080818369,,level_crossing,
osm_transport_points.2785,POINT (88.3773521221238 22.727115257913198),2785,5080818350,,crossing,
osm_transport_points.2786,POINT (88.38040573326896 22.709665895705626),2786,5080818375,,level_crossing,
osm_transport_points.2787,POINT (88.37731239190276 22.727103271791663),2787,5080818351,,crossing,
osm_transport_points.2788,POINT (88.34011493054226 22.6424337283415),2788,5081146686,,level_crossing,
osm_transport_points.2789,POINT (88.34001392860898 22.642435991455358),2789,5081146688,,level_crossing,
osm_transport_points.2790,POINT (88.38035795642082 22.70966706917207),2790,5080818376,,level_crossing,
osm_transport_points.2791,POINT (88.34016639542773 22.64243272251312),2791,5081146687,,level_crossing,
osm_transport_points.2792,POINT (88.34337188665836 22.743204153416713),2792,5081642405,,crossing,
osm_transport_points.2793,POINT (88.34023428884342 22.646816457872887),2793,5081146692,,level_crossing,
osm_transport_points.2794,POINT (88.34333668266504 22.743199040455778),2794,5081643325,,crossing,
osm_transport_points.2795,POINT (88.34028374207213 22.646817379882236),2795,5081146691,,level_crossing,
osm_transport_points.2796,POINT (88.3435520975766 22.72460085459923),2796,5081643363,,level_crossing,
osm_transport_points.2797,POINT (88.3433162308213 22.724612756901735),2797,5081643390,,level_crossing,
osm_transport_points.2798,POINT (88.34328924109309 22.74319225111421),2798,5081642417,,crossing,
osm_transport_points.2799,POINT (88.3433820287612 22.72460864976918),2799,5081643387,,level_crossing,
osm_transport_points.2800,POINT (88.34376239952724 22.731927140887052),2800,5081643334,,level_crossing,
osm_transport_points.2801,POINT (88.34141203005834 22.67497118681368),2801,5081682233,,level_crossing,
osm_transport_points.2802,POINT (88.33996757668444 22.642434734169882),2802,5081146689,,level_crossing,
osm_transport_points.2803,POINT (88.3415157980196 22.674954925921526),2803,5081682232,,level_crossing,
osm_transport_points.2804,POINT (88.38150803735527 22.830528748516116),2804,5082477509,,level_crossing,
osm_transport_points.2805,POINT (88.38395236795873 22.834213265513114),2805,5082477512,,level_crossing,
osm_transport_points.2806,POINT (88.34146072891576 22.674964565110173),2806,5081682234,,level_crossing,
osm_transport_points.2807,POINT (88.34372132820164 22.731928733448655),2807,5081643393,,level_crossing,
osm_transport_points.2808,POINT (88.37943745581435 22.826498226556083),2808,5082477488,,level_crossing,
osm_transport_points.2809,POINT (88.38391548758477 22.834230448414615),2809,5082477513,,level_crossing,
osm_transport_points.2810,POINT (88.3814655411062 22.830546769607935),2810,5082477510,,level_crossing,
osm_transport_points.2811,POINT (88.38141985973391 22.830565964166198),2811,5082477511,,level_crossing,
osm_transport_points.2812,POINT (88.37937459154051 22.82654843415611),2812,5082477489,,level_crossing,
osm_transport_points.2813,POINT (88.34108035814978 22.66548873975347),2813,5081682118,,level_crossing,
osm_transport_points.2814,POINT (88.37952865092086 22.826425471636554),2814,5082477487,,level_crossing,
osm_transport_points.2815,POINT (89.79325069883623 25.074777791168458),2815,5083224261,,level_crossing,
osm_transport_points.2816,POINT (89.79096202017473 25.07866012108036),2816,5083224489,,level_crossing,
osm_transport_points.2817,POINT (89.81288262481115 25.04143508325842),2817,5083259029,,level_crossing,
osm_transport_points.2818,POINT (89.82610985475219 25.018984239427198),2818,5083299190,,crossing,
osm_transport_points.2819,POINT (88.3293960689449 22.786370619484188),2819,5083405851,,level_crossing,
osm_transport_points.2820,POINT (88.32934384968814 22.786381599777343),2820,5083405856,,level_crossing,
osm_transport_points.2821,POINT (88.3729230406679 22.79549666802143),2821,5083459339,,level_crossing,
osm_transport_points.2822,POINT (88.37287677256234 22.79549968550657),2822,5083459340,,level_crossing,
osm_transport_points.2823,POINT (88.37282589441008 22.79550303826784),2823,5083459341,,level_crossing,
osm_transport_points.2824,POINT (88.37165787620285 22.78925734693715),2824,5083459343,,level_crossing,
osm_transport_points.2825,POINT (88.3872014450859 22.839227571448617),2825,5082477517,,level_crossing,
osm_transport_points.2826,POINT (88.39656227073107 22.853053688371375),2826,5082479440,,level_crossing,
osm_transport_points.2827,POINT (88.37792946761436 22.910129252203063),2827,5082479626,,level_crossing,
osm_transport_points.2828,POINT (88.42224299713115 22.89620397736573),2828,5082479446,,level_crossing,
osm_transport_points.2829,POINT (88.37068104920701 22.784196269981948),2829,5083459348,,crossing,
osm_transport_points.2830,POINT (88.38387525444955 22.834249056239685),2830,5082477514,,level_crossing,
osm_transport_points.2831,POINT (89.78860268206944 25.082665162054752),2831,5083223342,,level_crossing,
osm_transport_points.2832,POINT (88.3964837322983 22.853093753868563),2832,5082479442,,level_crossing,
osm_transport_points.2833,POINT (88.39394208779902 22.849140345417737),2833,5082479423,,level_crossing,
osm_transport_points.2834,POINT (89.79699573317419 25.068408634403994),2834,5083223343,,level_crossing,
osm_transport_points.2835,POINT (88.42230083226303 22.896192661796448),2835,5082479445,,level_crossing,
osm_transport_points.2836,POINT (88.39390378250152 22.849162725099205),2836,5082479424,,level_crossing,
osm_transport_points.2837,POINT (88.38727864241412 22.839186248665953),2837,5082477515,,level_crossing,
osm_transport_points.2838,POINT (88.3872397503834 22.839207035785847),2838,5082477516,,level_crossing,
osm_transport_points.2839,POINT (88.39382834537292 22.84920698154798),2839,5082479425,,level_crossing,
osm_transport_points.2840,POINT (88.37162669552305 22.789274697476714),2840,5083459361,,level_crossing,
osm_transport_points.2841,POINT (88.39653134150831 22.853069362530334),2841,5082479441,,level_crossing,
osm_transport_points.2842,POINT (88.37012616721694 22.78137165243149),2842,5083459351,,level_crossing,
osm_transport_points.2843,POINT (88.37063469728247 22.78420423278996),2843,5083459364,,crossing,
osm_transport_points.2844,POINT (88.37008409006302 22.781375256649852),2844,5083459367,,level_crossing,
osm_transport_points.2845,POINT (89.73924182191865 25.16923404476401),2845,5083506188,,level_crossing,
osm_transport_points.2846,POINT (89.75492989481239 25.16007228931923),2846,5083506264,,level_crossing,
osm_transport_points.2847,POINT (89.80037866929501 25.06266191776922),2847,5083521830,,level_crossing,
osm_transport_points.2848,POINT (88.3968502729241 22.98467697701895),2848,5083654900,,level_crossing,
osm_transport_points.2849,POINT (88.3726813903994 22.976677623906255),2849,5083656751,,level_crossing,
osm_transport_points.2850,POINT (88.3736090994426 22.985017617563898),2850,5083656777,,level_crossing,
osm_transport_points.2851,POINT (88.36918328692894 22.771188226808903),2851,5083459429,,level_crossing,
osm_transport_points.2852,POINT (89.75180461839511 25.166698267596928),2852,5083506156,,level_crossing,
osm_transport_points.2853,POINT (89.75015053362284 25.16853138982097),2853,5083506173,,level_crossing,
